herb_en,herb_cn,pinyin,property,compound,"target (Protein,Enzyme,receptor)",pchembl,pubchem_cid,smiles,MW,LogP,TPSA,HBA,HBD,DL TCMSP
Cnidium monnieri,蛇床子,She Chuang Zi,Warm,osthole,Ferritin light chain,4.35,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.29,3,40,3,0,0.42
Cnidium monnieri,蛇床子,She Chuang Zi,Warm,osthole,V79,4.24,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.29,3,40,3,0,0.42
Coptis chinensis,黄连,Huang Lian,Cold,palmatine,Prelamin-A/C,6.3,19009,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC,352.4,2,40,4,0,0.65
Coptis chinensis,黄连,Huang Lian,Cold,palmatine,Hypoxia-inducible factor 1-alpha,4.9,19009,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC,352.4,2,40,4,0,0.65
Coptis chinensis,黄连,Huang Lian,Cold,palmatine,Fructose-bisphosphate aldolase,4.9,19009,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC,352.4,2,40,4,0,0.65
Coptis chinensis,黄连,Huang Lian,Cold,palmatine,Cytochrome P450 2D6,4.9,19009,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC,352.4,2,40,4,0,0.65
Coptis chinensis,黄连,Huang Lian,Cold,palmatine,Cytochrome P450 2D6,4.9,19009,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC,352.4,2,40,4,0,0.65
Coptis chinensis,黄连,Huang Lian,Cold,palmatine,Neuraminidase,4.53,19009,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC,352.4,2,40,4,0,0.65
Forsythia suspensa,连翘,Lian Qiao,Slightly Cold,pinoresinol,Polyunsaturated fatty acid lipoxygenase ALOX15,5.46,73399,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,358.4,2,80,6,2,0.35
Forsythia suspensa,连翘,Lian Qiao,Slightly Cold,pinoresinol,XF498,4.88,73399,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,358.4,2,80,6,2,0.35
Forsythia suspensa,连翘,Lian Qiao,Slightly Cold,pinoresinol,Polyunsaturated fatty acid 5-lipoxygenase,4.86,73399,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,358.4,2,80,6,2,0.35
Forsythia suspensa,连翘,Lian Qiao,Slightly Cold,pinoresinol,Tyrosine-protein phosphatase non-receptor type 1,4.73,73399,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,358.4,2,80,6,2,0.35
Forsythia suspensa,连翘,Lian Qiao,Slightly Cold,pinoresinol,BV-2,4.58,73399,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,358.4,2,80,6,2,0.35
Forsythia suspensa,连翘,Lian Qiao,Slightly Cold,pinoresinol,SK-MEL-2,4.58,73399,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,358.4,2,80,6,2,0.35
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,protocatechuic acid,NON-PROTEIN TARGET,5.59,72,C1=CC(=C(C=C1C(=O)O)O)O,154.12,0.5,77,4,3,0.1
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,protocatechuic acid,Microtubule-associated protein tau,5.55,72,C1=CC(=C(C=C1C(=O)O)O)O,154.12,0.5,77,4,3,0.1
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,protocatechuic acid,No relevant target,4.57,72,C1=CC(=C(C=C1C(=O)O)O)O,154.12,0.5,77,4,3,0.1
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,protocatechuic acid,Lysine-specific demethylase 4E,4.45,72,C1=CC(=C(C=C1C(=O)O)O)O,154.12,0.5,77,4,3,0.1
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,protocatechuic acid,3-dehydroquinate synthase,4.36,72,C1=CC(=C(C=C1C(=O)O)O)O,154.12,0.5,77,4,3,0.1
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,protocatechuic acid,3-dehydroquinate synthase,4.19,72,C1=CC(=C(C=C1C(=O)O)O)O,154.12,0.5,77,4,3,0.1
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,psoralen,Nuclear factor NF-kappa-B p105 subunit,5.52,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,186.16,2,45,3,0,0.3
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,psoralen,Cytochrome P450 2C19,5.4,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,186.16,2,45,3,0,0.3
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,psoralen,Unchecked,4.96,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,186.16,2,45,3,0,0.3
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,psoralen,Lethal factor,4.9,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,186.16,2,45,3,0,0.3
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,psoralen,HL-60,4.8,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,186.16,2,45,3,0,0.3
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,psoralen,LoVo,4.8,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,186.16,2,45,3,0,0.3
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,psoralen,3-hydroxyacyl-CoA dehydrogenase type-2,4.5,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,186.16,2,45,3,0,0.3
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,psoralen,Lysine-specific demethylase 4E,4.5,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,186.16,2,45,3,0,0.3
Psoralea corylifolia,补骨脂,Bu Gu Zhi,Warm,psoralen,Cytochrome P450 3A4,4.5,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,186.16,2,45,3,0,0.3
Sophora japonica,槐花,Huai Hua,Slightly Cold,quercetin,Aldo-keto reductase family 1 member A1,5.63,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.24,2,130,7,5,0.28
Sophora japonica,槐花,Huai Hua,Slightly Cold,quercetin,Aldo-keto reductase family 1 member B1,5.11,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.24,2,130,7,5,0.28
Sophora japonica,槐花,Huai Hua,Slightly Cold,quercetin,Aldo-keto reductase family 1 member B1,5.08,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.24,2,130,7,5,0.28
Sophora japonica,槐花,Huai Hua,Slightly Cold,quercetin,Aldo-keto reductase family 1 member B1,4.99,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.24,2,130,7,5,0.28
Sophora japonica,槐花,Huai Hua,Slightly Cold,quercetin,ANN-1,4.49,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.24,2,130,7,5,0.28
Sophora japonica,槐花,Huai Hua,Slightly Cold,quercetin,Aldo-keto reductase family 1 member B1,4.48,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.24,2,130,7,5,0.28
Sophora japonica,槐花,Huai Hua,Slightly Cold,quercetin,Sorbitol dehydrogenase,4.45,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.24,2,130,7,5,0.28
Sophora japonica,槐花,Huai Hua,Slightly Cold,quercetin,NIH3T3,4.4,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.24,2,130,7,5,0.28
Sophora japonica,槐花,Huai Hua,Slightly Cold,quercetin,Glutathione reductase,4.31,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,302.24,2,130,7,5,0.28
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,Aryl hydrocarbon receptor,6.77,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,Estrogen receptor,6.11,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,RAW264.7,5.4,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,HL-60,5.3,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,RAW264.7,4.8,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,MDA-MB-231,4.69,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,RAW264.7,4.68,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,HL-60,4.3,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,Mus musculus,4.17,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Polygonum cuspidatum,虎杖,Hu Zhang,Slightly Cold,resveratrol,Unchecked,4.13,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,228.24,2,60,3,3,0.3
Perilla frutescens,紫苏叶,Zi Su Ye,Warm,rosmarinic acid,Tyrosine-protein kinase Fyn,5.89,5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,360.31,0,>140,8,5,0.05
Perilla frutescens,紫苏叶,Zi Su Ye,Warm,rosmarinic acid,Human immunodeficiency virus type 1 integrase,5.4,5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,360.31,0,>141,8,5,0.05
Perilla frutescens,紫苏叶,Zi Su Ye,Warm,rosmarinic acid,Human immunodeficiency virus type 1 integrase,5.05,5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,360.31,0,>142,8,5,0.05
Perilla frutescens,紫苏叶,Zi Su Ye,Warm,rosmarinic acid,Tyrosine-protein kinase Fyn,4.77,5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,360.31,0,>143,8,5,0.05
Perilla frutescens,紫苏叶,Zi Su Ye,Warm,rosmarinic acid,Tyrosine-protein kinase Lck,4.62,5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,360.31,0,>144,8,5,0.05
Perilla frutescens,紫苏叶,Zi Su Ye,Warm,rosmarinic acid,Tyrosine-protein kinase Fyn,4.44,5281792,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,360.31,0,>145,8,5,0.05
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,ADMET,8.52,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,ADMET,7.89,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,Cytochrome P450 1A2,7.66,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,Cytochrome P450 1B1,7.26,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,Cytochrome P450 1A1,6.58,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,Prostaglandin G/H synthase 2,6.52,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,Aorta,5.98,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,Aorta,5.88,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,Aorta,5.76,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Evodia rutaecarpa,吴茱萸,Wu Zhu Yu,Warm,rutaecarpine,Prostaglandin G/H synthase 1,5.06,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,287.3,3,50,3,1,0.58
Sophora japonica,槐花,Huai Hua,Slightly Cold,rutin,Radical scavenging activity,4.91,5280805,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,610.52,0,>200,12,7,0.1
Sophora japonica,槐花,Huai Hua,Slightly Cold,rutin,Aldo-keto reductase family 1 member B1,4.89,5280805,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,610.52,0,>201,12,7,0.1
Sophora japonica,槐花,Huai Hua,Slightly Cold,rutin,No relevant target,4.38,5280805,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,610.52,0,>202,12,7,0.1
Sophora japonica,槐花,Huai Hua,Slightly Cold,rutin,Xanthine dehydrogenase/oxidase,4.28,5280805,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,610.52,0,>203,12,7,0.1
Sophora japonica,槐花,Huai Hua,Slightly Cold,rutin,Neuraminidase,4.28,5280805,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,610.52,0,>204,12,7,0.1
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,Broad substrate specificity ATP-binding cassette transporter ABCG2,4,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>150,12,6,0.08
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,Radical scavenging activity,4.57,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>151,12,6,0.08
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,Neuraminidase,4.33,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>152,12,6,0.08
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,Neuraminidase,4.3,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>153,12,6,0.08
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,Neuraminidase,4.22,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>154,12,6,0.08
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,ADMET,4.22,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>155,12,6,0.08
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,5-hydroxytryptamine receptor 7,4.2,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>156,12,6,0.08
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,ATP-binding cassette sub-family C member 2,4.12,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>157,12,6,0.08
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,ADMET,4.1,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>158,12,6,0.08
Erigeron breviscapus,灯盏花,Deng Zhan Hua,Slightly Cold,scutellarin,UDP-glucuronosyltransferase 1A1,4.01,5281697, C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,286.24,0,>159,12,6,0.08
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,ATP-dependent translocase ABCB1,5.5,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,Monocyte,5.1,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,Broad substrate specificity ATP-binding cassette transporter ABCG2,5.08,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,Broad substrate specificity ATP-binding cassette transporter ABCG2,5.05,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,Monocyte,5,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,Menin/Histone-lysine N-methyltransferase MLL,4.6,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,ATP-dependent translocase ABCB1,4.54,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,Unchecked,4.47,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,3T3-L1,4.23,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,sinensetin,HT-29,4.17,145659,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,372.37,4,70,7,0,0.55
Citrus reticulata,陈皮,Chen Pi,Warm,tangeretin,Unchecked,6,68077, CC1=CC(=C(C=C1)C)[C@@H]2C(=C(OC3=C2C(=O)CCC3)N)C#N, ,4,70,7,0,0.5
Citrus reticulata,陈皮,Chen Pi,Warm,tangeretin,Aldehyde dehydrogenase 1A1,5.85,68077, CC1=CC(=C(C=C1)C)[C@@H]2C(=C(OC3=C2C(=O)CCC3)N)C#N,294.3,4,70,7,0,0.5
Citrus reticulata,陈皮,Chen Pi,Warm,tangeretin,Menin/Histone-lysine N-methyltransferase MLL,5,68077, CC1=CC(=C(C=C1)C)[C@@H]2C(=C(OC3=C2C(=O)CCC3)N)C#N,294.3,4,70,7,0,0.5
Citrus reticulata,陈皮,Chen Pi,Warm,tangeretin,Cytochrome P450 3A4,4.9,68077, CC1=CC(=C(C=C1)C)[C@@H]2C(=C(OC3=C2C(=O)CCC3)N)C#N,294.3,4,70,7,0,0.5
Citrus reticulata,陈皮,Chen Pi,Warm,tangeretin,Broad substrate specificity ATP-binding cassette transporter ABCG2,4.72,68077, CC1=CC(=C(C=C1)C)[C@@H]2C(=C(OC3=C2C(=O)CCC3)N)C#N,294.3,4,70,7,0,0.5
Citrus reticulata,陈皮,Chen Pi,Warm,tangeretin,Monocyte,4.52,68077, CC1=CC(=C(C=C1)C)[C@@H]2C(=C(OC3=C2C(=O)CCC3)N)C#N,294.3,4,70,7,0,0.5
Citrus reticulata,陈皮,Chen Pi,Warm,tangeretin,SH-SY5Y,4.38,68077, CC1=CC(=C(C=C1)C)[C@@H]2C(=C(OC3=C2C(=O)CCC3)N)C#N,294.3,4,70,7,0,0.5
Citrus reticulata,陈皮,Chen Pi,Warm,tangeretin,3T3-L1,4.32,68077, CC1=CC(=C(C=C1)C)[C@@H]2C(=C(OC3=C2C(=O)CCC3)N)C#N,294.3,4,70,7,0,0.5
Citrus reticulata,陈皮,Chen Pi,Warm,tangeretin,HT-29,4.11,68077,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,294.3,4,70,7,0,0.5
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,Microtubule-associated protein tau,5.7,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,Streptococcus sp. 'group A',5.33,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,HepG2,5.2,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,Streptococcus,5.12,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha",5.07,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,Thioredoxin glutathione reductase,5.05,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,Tyrosyl-DNA phosphodiesterase 1,4.95,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha",4.9,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,ADMET,4.64,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone I,Saccharomyces cerevisiae,4.45,114917,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.29,4,45,3,0,0.42
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone IIA,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha",5.21,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.34,4,45,3,0,0.4
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone IIA,AGS,5.17,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.34,4,45,3,0,0.4
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone IIA,"Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha",5.12,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.34,4,45,3,0,0.4
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone IIA,AGS,5,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.34,4,45,3,0,0.4
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone IIA,Prelamin-A/C,4.85,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.34,4,45,3,0,0.4
Salvia miltiorrhiza,丹参,Dan Shen,Slightly Cold,tanshinone IIA,RAW264.7,4.74,164676,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.34,4,45,3,0,0.4
